

<<START>>,<<FMS_CONT_PRICE_DTL(P)>>,,,, 	(17-JUN-2025 12:07:06)
 
COMPANY_CD,MAPPING_ID,CONTRACT_TYPE,SEQ_NO,TIMESTAMP
2,1, 0, 0,823034, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823034, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823034, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823034, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823034, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,61, 0, 0,822031, 1,I, 	(17-JUN-2025 12:07:49)
2,61, 0, 0,822031, 1,I, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,61, 0, 0,822031, 1,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822015, 1,I, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,61, 0, 0,822031, 1,I, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822005, 0,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,822029, 0,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,822029, 0,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822017, 0,T, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822017, 0,T, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,822029, 0,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,822029, 0,D, 	(17-JUN-2025 12:07:49)
2,43, 0, 0,822002, 4,I, 	(17-JUN-2025 12:07:49)
2,61, 0, 0,822031, 1,I, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822005, 0,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822017, 0,T, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822017, 0,T, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822017, 0,T, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822005, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822005, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822005, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822005, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822005, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822005, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822005, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822005, 0,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822005, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822005, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822005, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822005, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822006, 0,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822016, 2,I, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823082, 5,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822007, 0,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823082, 5,D, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822016, 2,I, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822007, 0,D, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822016, 2,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822016, 2,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822016, 2,I, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823082, 5,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,61, 0, 0,822031, 1,I, 	(17-JUN-2025 12:07:49)
2,61, 0, 0,822031, 1,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822014, 1,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822014, 1,I, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822015, 1,I, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,43, 0, 0,822002, 4,I, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822005, 0,D, 	(17-JUN-2025 12:07:49)
2,61, 0, 0,822031, 1,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822015, 1,I, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822017, 0,T, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,43, 0, 0,822002, 4,I, 	(17-JUN-2025 12:07:49)
2,61, 0, 0,822031, 1,I, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822006, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,43, 0, 0,822002, 4,I, 	(17-JUN-2025 12:07:49)
2,61, 0, 0,822031, 1,I, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822006, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822006, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822006, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822006, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822006, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822006, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822006, 0,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822006, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822007, 0,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823082, 5,D, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822016, 2,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822016, 2,I, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822007, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822007, 0,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823082, 5,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823082, 5,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822007, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822007, 0,D, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822016, 2,I, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822007, 0,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823082, 5,D, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822016, 2,I, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823082, 5,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822007, 0,D, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822016, 2,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822016, 2,I, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822007, 0,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823082, 5,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823080, 5,D, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822016, 2,I, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822007, 0,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823082, 5,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823080, 5,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822015, 1,I, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,43, 0, 0,822002, 4,I, 	(17-JUN-2025 12:07:49)
2,61, 0, 0,822031, 1,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822015, 1,I, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822017, 0,T, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,822029, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,822029, 0,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,822029, 0,D, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822015, 1,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822015, 1,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822015, 1,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822015, 1,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822015, 1,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822015, 1,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822015, 1,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822015, 1,I, 	(17-JUN-2025 12:07:49)
2,61, 0, 0,822031, 1,I, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822017, 0,T, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822006, 0,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822006, 0,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822006, 0,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823082, 5,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822007, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822007, 0,D, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822016, 2,I, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822007, 0,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823082, 5,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823082, 5,D, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822016, 2,I, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823082, 5,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822007, 0,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823080, 5,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823080, 5,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823080, 5,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823080, 5,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823080, 5,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823080, 5,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823080, 5,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823082, 5,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822007, 0,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823082, 5,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823080, 5,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823080, 5,D, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822016, 2,I, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822007, 0,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823082, 5,D, 	(17-JUN-2025 12:07:49)
2,61, 0, 0,822031, 1,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822014, 1,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822014, 1,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822014, 1,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822014, 1,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822014, 1,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822014, 1,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822014, 1,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822014, 1,I, 	(17-JUN-2025 12:07:49)
2,61, 0, 0,822031, 1,I, 	(17-JUN-2025 12:07:49)
2,61, 0, 0,822031, 1,I, 	(17-JUN-2025 12:07:49)
2,61, 0, 0,822031, 1,I, 	(17-JUN-2025 12:07:49)
2,61, 0, 0,822031, 1,I, 	(17-JUN-2025 12:07:49)
2,61, 0, 0,822031, 1,I, 	(17-JUN-2025 12:07:49)
2,61, 0, 0,822031, 1,I, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,61, 0, 0,822031, 1,I, 	(17-JUN-2025 12:07:49)
2,61, 0, 0,822031, 1,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822015, 1,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822015, 1,I, 	(17-JUN-2025 12:07:49)
2,43, 0, 0,822002, 4,I, 	(17-JUN-2025 12:07:49)
2,43, 0, 0,822002, 4,I, 	(17-JUN-2025 12:07:49)
2,43, 0, 0,822002, 4,I, 	(17-JUN-2025 12:07:49)
2,43, 0, 0,822002, 4,I, 	(17-JUN-2025 12:07:49)
2,43, 0, 0,822002, 4,I, 	(17-JUN-2025 12:07:49)
2,61, 0, 0,822031, 1,I, 	(17-JUN-2025 12:07:49)
2,43, 0, 0,822002, 4,I, 	(17-JUN-2025 12:07:49)
2,43, 0, 0,822002, 4,I, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822017, 0,T, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822017, 0,T, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822017, 0,T, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822017, 0,T, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822006, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822006, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822006, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822006, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822006, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822006, 0,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822006, 0,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822006, 0,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,20, 0, 0,822018, 2,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823037, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822006, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822016, 2,I, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822007, 0,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823082, 5,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822016, 2,I, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823082, 5,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822007, 0,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822007, 0,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823082, 5,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822007, 0,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823082, 5,D, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823082, 5,D, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822016, 2,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822016, 2,I, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822007, 0,D, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822016, 2,I, 	(17-JUN-2025 12:07:49)
2,154, 0, 0,823080, 5,D, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822016, 2,I, 	(17-JUN-2025 12:07:49)
2,51, 0, 0,822016, 2,I, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823038, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,822007, 0,D, 	(17-JUN-2025 12:07:49)
2,61, 0, 0,822031, 1,I, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
2,1, 0, 0,823036, 4,D, 	(17-JUN-2025 12:07:49)
